name_allsides,url_as,bias_as,agree_as,disagree_as,agree_ratio_as,agree_desc_as,orig_name_as,unique_id_as,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc,orig_name_mbfc,unique_id_mbfc,name_mbfc
,,,,,,,,,https://mediabiasfactcheck.com/conspiracy-daily-update/,conspiracy-pseudoscience,low,united states,"2,280",conspiracy daily update,545.0,conspiracy daily update
,,,,,,,,,https://mediabiasfactcheck.com/conspiracy-planet/,conspiracy-pseudoscience,low,united states,"26,696",conspiracy planet,546.0,conspiracy planet
,,,,,,,,,https://mediabiasfactcheck.com/cosmic-intelligence-agency/,conspiracy-pseudoscience,low,united states,"76,841",cosmic intelligence agency,547.0,cosmic intelligence agency
,,,,,,,,,https://mediabiasfactcheck.com/countdown-to-zerotime/,conspiracy-pseudoscience,low,united states,512,countdown to zerotime,548.0,countdown to zerotime
,,,,,,,,,https://mediabiasfactcheck.com/cs-globe/,conspiracy-pseudoscience,low,united states,"5,748",cs globe,549.0,cs globe
,,,,,,,,,https://mediabiasfactcheck.com/curious-mind-magazine/,conspiracy-pseudoscience,low,united states,"5,300",curious mind magazine,550.0,curious mind magazine
,,,,,,,,,https://mediabiasfactcheck.com/daily-occupation/,conspiracy-pseudoscience,low,nan,"8,464",daily occupation,551.0,daily occupation
,,,,,,,,,https://mediabiasfactcheck.com/dailyhealthpost/,conspiracy-pseudoscience,low,canada,"10,877",dailyhealthpost,552.0,dailyhealthpost
,,,,,,,,,https://mediabiasfactcheck.com/dark-journalist/,conspiracy-pseudoscience,low,united states,"3,708",dark journalist,553.0,dark journalist
,,,,,,,,,https://mediabiasfactcheck.com/data-asylum/,conspiracy-pseudoscience,low,canada,719,data asylum,554.0,data asylum
,,,,,,,,,https://mediabiasfactcheck.com/disclose-tv/,conspiracy-pseudoscience,low,germany,"219,482",disclose tv,555.0,disclose tv
,,,,,,,,,https://mediabiasfactcheck.com/discovery-institute/,conspiracy-pseudoscience,low,united states,"171,078",discovery institute,556.0,discovery institute
,,,,,,,,,https://mediabiasfactcheck.com/earth-one-ewao/,conspiracy-pseudoscience,low,united states,"31,950",earth we are one (ewao),557.0,earth we are one (ewao)
,,,,,,,,,https://mediabiasfactcheck.com/earthpulse-press/,conspiracy-pseudoscience,low,united states,"46,030",earthpulse press,558.0,earthpulse press
,,,,,,,,,https://mediabiasfactcheck.com/end-time-headlines/,conspiracy-pseudoscience,low,united states,"146,564",end time headlines,559.0,end time headlines
,,,,,,,,,https://mediabiasfactcheck.com/escape-all-these-things/,conspiracy-pseudoscience,low,united states,"10,629",escape all these things,560.0,escape all these things
,,,,,,,,,https://mediabiasfactcheck.com/every-news-here/,conspiracy-pseudoscience,low,unknown or invalid region,11,every news here,561.0,every news here
,,,,,,,,,https://mediabiasfactcheck.com/evidence-for-god-from-science/,conspiracy-pseudoscience,low,united states,"45,030",evidence for god from science,562.0,evidence for god from science
,,,,,,,,,https://mediabiasfactcheck.com/evolution-news-and-views/,conspiracy-pseudoscience,low,united states,"77,632",evolution news and views,563.0,evolution news and views
,,,,,,,,,https://mediabiasfactcheck.com/family-survival-headlines/,conspiracy-pseudoscience,low,united states,"56,596",family survival headlines,564.0,family survival headlines
,,,,,,,,,https://mediabiasfactcheck.com/fellowship-of-the-minds/,conspiracy-pseudoscience,low,united states,"107,649",fellowship of the minds,565.0,fellowship of the minds
,,,,,,,,,https://mediabiasfactcheck.com/forever-conscious/,conspiracy-pseudoscience,low,nan,"27,684",forever conscious,566.0,forever conscious
,,,,,,,,,https://mediabiasfactcheck.com/free-thought-project/,conspiracy-pseudoscience,low,united states,"1,503,377",free thought project,567.0,free thought project
,,,,,,,,,https://mediabiasfactcheck.com/freedom-advocates-agenda-21/,conspiracy-pseudoscience,low,united states,"317,189",freedom advocates,568.0,freedom advocates
,,,,,,,,,https://mediabiasfactcheck.com/from-the-trenches-world-report/,conspiracy-pseudoscience,low,united states,"77,785",from the trenches world report,569.0,from the trenches world report
,,,,,,,,,https://mediabiasfactcheck.com/geoengineering-watch/,conspiracy-pseudoscience,low,united states,"194,856",geoengineering watch,570.0,geoengineering watch
,,,,,,,,,https://mediabiasfactcheck.com/get-holistic-health/,conspiracy-pseudoscience,low,unknown or invalid region,0,get holistic health,571.0,get holistic health
,,,,,,,,,https://mediabiasfactcheck.com/getcancerremedies-com/,conspiracy-pseudoscience,low,pakistan,5,getcancerremedies.com,572.0,getcancerremedies
,,,,,,,,,https://mediabiasfactcheck.com/global-research/,conspiracy-pseudoscience,low,canada,"3,301,091",global research,573.0,global research
,,,,,,,,,https://mediabiasfactcheck.com/godlike-productions/,conspiracy-pseudoscience,low,united states,"1,888,686",godlike productions,574.0,godlike productions
,,,,,,,,,https://mediabiasfactcheck.com/got-questions-gotquestions-org/,conspiracy-pseudoscience,low,united states,"315,253",got questions,575.0,got questions
,,,,,,,,,https://mediabiasfactcheck.com/government-slaves/,conspiracy-pseudoscience,low,united states,"1,676",government slaves,576.0,government slaves
,,,,,,,,,https://mediabiasfactcheck.com/greenmedinfo/,conspiracy-pseudoscience,low,united states,0,greenmedinfo,577.0,greenmedinfo
,,,,,,,,,https://mediabiasfactcheck.com/greenville-gazette/,left,low,united states,"9,908",greenville gazette,578.0,greenville gazette
,,,,,,,,,https://mediabiasfactcheck.com/gulag-bound/,conspiracy-pseudoscience,low,united states,"143,116",gulag bound,579.0,gulag bound
,,,,,,,,,https://mediabiasfactcheck.com/haarp-net/,conspiracy-pseudoscience,low,united states,"24,986",haarp.net,580.0,haarp.net
,,,,,,,,,https://mediabiasfactcheck.com/health-consciousness/,conspiracy-pseudoscience,low,unknown or invalid region,"1,438",health consciousness,581.0,health consciousness
,,,,,,,,,https://mediabiasfactcheck.com/health-impact-news/,conspiracy-pseudoscience,low,united states,"63,672",health impact news,582.0,health impact news
,,,,,,,,,https://mediabiasfactcheck.com/health-sciences-institute/,conspiracy-pseudoscience,low,united states,"37,764",health sciences institute,583.0,health sciences institute
,,,,,,,,,https://mediabiasfactcheck.com/healthy-food-house/,conspiracy-pseudoscience,low,macedonia,0,healthy food house,584.0,healthy food house
,,,,,,,,,https://mediabiasfactcheck.com/healthy-holistic-living/,conspiracy-pseudoscience,low,united states,"15,899",healthy holistic living,585.0,healthy holistic living
,,,,,,,,,https://mediabiasfactcheck.com/healthy-vibes/,conspiracy-pseudoscience,low,unknown or invalid region,"5,415",healthy vibes,586.0,healthy vibes
,,,,,,,,,https://mediabiasfactcheck.com/henry-makow-savethemales-ca/,conspiracy-pseudoscience,low,canada,"75,276",henry makow (savethemales.ca),587.0,henry makow (savethemales.ca)
,,,,,,,,,https://mediabiasfactcheck.com/hl12/,conspiracy-pseudoscience,low,unknown or invalid region,1,hl12,588.0,hl12
,,,,,,,,,https://mediabiasfactcheck.com/humans-are-free/,conspiracy-pseudoscience,low,united states,"67,983",humans are free,589.0,humans are free
,,,,,,,,,https://mediabiasfactcheck.com/ice-age-now/,conspiracy-pseudoscience,low,united states,"65,196",ice age now,590.0,ice age now
,,,,,,,,,https://mediabiasfactcheck.com/ihealthtube/,conspiracy-pseudoscience,low,united states,"51,856",ihealthtube.com,591.0,ihealthtube
,,,,,,,,,https://mediabiasfactcheck.com/illuminati-news/,conspiracy-pseudoscience,low,united states,"17,476",illuminati news,592.0,illuminati news
,,,,,,,,,https://mediabiasfactcheck.com/illuminati-watcher/,conspiracy-pseudoscience,low,united states,"27,378",illuminati watcher,593.0,illuminati watcher
,,,,,,,,,https://mediabiasfactcheck.com/infinite-unknown/,conspiracy-pseudoscience,low,unknown or invalid region,"68,203",infinite unknown,594.0,infinite unknown
,,,,,,,,,https://mediabiasfactcheck.com/intellihub/,conspiracy-pseudoscience,low,united states,"171,948",intellihub,595.0,intellihub
,,,,,,,,,https://mediabiasfactcheck.com/iowa-climate-science-education/,conspiracy-pseudoscience,low,united states,72,iowa climate science education,596.0,iowa climate science education
,,,,,,,,,https://mediabiasfactcheck.com/jesus-daily/,conspiracy-pseudoscience,low,united states,"7,755",jesus daily,597.0,jesus daily
,,,,,,,,,https://mediabiasfactcheck.com/jesus-is-savior/,conspiracy-pseudoscience,low,united states,"63,948",jesus is savior,598.0,jesus is savior
,,,,,,,,,https://mediabiasfactcheck.com/jews-news/,conspiracy-pseudoscience,low,israel,299,jews news,599.0,jews news
,,,,,,,,,https://mediabiasfactcheck.com/junkscience-com/,conspiracy-pseudoscience,low,united states,"213,858",junkscience.com,600.0,junkscience
,,,,,,,,,https://mediabiasfactcheck.com/knowledge-of-today/,conspiracy-pseudoscience,low,unknown or invalid region,"18,561",knowledge of today,601.0,knowledge of today
,,,,,,,,,https://mediabiasfactcheck.com/larouche-pac/,conspiracy-pseudoscience,low,united states,"130,504",larouche pac,602.0,larouche pac
,,,,,,,,,https://mediabiasfactcheck.com/liberty-videos/,conspiracy-pseudoscience,low,united states,48,liberty videos,603.0,liberty videos
,,,,,,,,,https://mediabiasfactcheck.com/lifespa/,conspiracy-pseudoscience,low,united states,"5,133",lifespa,604.0,lifespa
,,,,,,,,,https://mediabiasfactcheck.com/medicine-news/,conspiracy-pseudoscience,low,united states,"46,138",medicine news,605.0,medicine news
,,,,,,,,,https://mediabiasfactcheck.com/mercola/,conspiracy-pseudoscience,low,united states,"327,430",mercola,606.0,mercola
,,,,,,,,,https://mediabiasfactcheck.com/morning-ledger/,conspiracy-pseudoscience,low,australia,"5,317",morning ledger,607.0,morning ledger
,,,,,,,,,https://mediabiasfactcheck.com/national-file/,conspiracy-pseudoscience,low,united states,0,national file,608.0,national file
,,,,,,,,,https://mediabiasfactcheck.com/national-vaccine-information-center-nvic/,conspiracy-pseudoscience,low,united states,"1,632,892",national vaccine information institute,609.0,national vaccine information institute
,,,,,,,,,https://mediabiasfactcheck.com/natural-cures-not-medicine/,conspiracy-pseudoscience,low,unknown or invalid region,5,natural cures not medicine,610.0,natural cures not medicine
,,,,,,,,,https://mediabiasfactcheck.com/need-to-know/,conspiracy-pseudoscience,low,united states,"209,042",need to know,611.0,need to know
,,,,,,,,,https://mediabiasfactcheck.com/neon-nettle/,conspiracy-pseudoscience,low,united states,"488,943",neon nettle,612.0,neon nettle
,,,,,,,,,https://mediabiasfactcheck.com/news-target/,conspiracy-pseudoscience,low,united states,"178,937",news target,613.0,news target
,,,,,,,,,https://mediabiasfactcheck.com/nodisinfo/,conspiracy-pseudoscience,low,unknown or invalid region,"4,436",nodisinfo,614.0,nodisinfo
,,,,,,,,,https://mediabiasfactcheck.com/notrickszone/,conspiracy-pseudoscience,low,germany,"218,877",notrickszone,615.0,notrickszone
,,,,,,,,,https://mediabiasfactcheck.com/now-the-end-begins/,conspiracy-pseudoscience,low,nan,"115,818",now the end begins,616.0,now the end begins
,,,,,,,,,https://mediabiasfactcheck.com/our-health-guides/,conspiracy-pseudoscience,low,unknown or invalid region,101,our health guides,617.0,our health guides
,,,,,,,,,https://mediabiasfactcheck.com/oye-news/,conspiracy-pseudoscience,low,united kingdom,49,oye.news,618.0,oye.news
,,,,,,,,,https://mediabiasfactcheck.com/pak-alert-press/,conspiracy-pseudoscience,low,unknown or invalid region,"133,190",pak alert press,619.0,pak alert press
,,,,,,,,,https://mediabiasfactcheck.com/political-blind-spot/,conspiracy-pseudoscience,low,unknown or invalid region,"9,464",political blindspot,620.0,political blindspot
,,,,,,,,,https://mediabiasfactcheck.com/prepare-for-change/,conspiracy-pseudoscience,low,nan,"97,606",prepare for change,621.0,prepare for change
,,,,,,,,,https://mediabiasfactcheck.com/principia-scientific-international/,conspiracy-pseudoscience,low,united kingdom,"5,106",principia scientific international,622.0,principia scientific international
,,,,,,,,,https://mediabiasfactcheck.com/prison-planet/,conspiracy-pseudoscience,low,nan,"2,071,789",prison planet,623.0,prison planet
,,,,,,,,,https://mediabiasfactcheck.com/prophecy-news-watch/,conspiracy-pseudoscience,low,united states,"24,281",prophecy news watch,624.0,prophecy news watch
,,,,,,,,,https://mediabiasfactcheck.com/prophecy-today/,conspiracy-pseudoscience,low,nan,"47,910",prophecy today,625.0,prophecy today
,,,,,,,,,https://mediabiasfactcheck.com/rapture-news-network/,conspiracy-pseudoscience,low,united states,"8,066",rapture news network,626.0,rapture news network
,,,,,,,,,https://mediabiasfactcheck.com/real-climate-science/,conspiracy-pseudoscience,low,united states,0,real climate science,627.0,real climate science
,,,,,,,,,https://mediabiasfactcheck.com/real-jew-news/,conspiracy-pseudoscience,low,nan,"99,305",real jew news,628.0,real jew news
,,,,,,,,,https://mediabiasfactcheck.com/real-news-24/,conspiracy-pseudoscience,low,nan,"11,577",real news 24,629.0,real news 24
,,,,,,,,,https://mediabiasfactcheck.com/realfarmacy/,conspiracy-pseudoscience,low,nan,"15,645",realfarmacy,630.0,realfarmacy
,,,,,,,,,https://mediabiasfactcheck.com/reflection-of-mind/,conspiracy-pseudoscience,low,nan,"1,611",reflection of mind,631.0,reflection of mind
,,,,,,,,,https://mediabiasfactcheck.com/rense/,conspiracy-pseudoscience,low,nan,"450,329",rense,632.0,rense
,,,,,,,,,https://mediabiasfactcheck.com/return-to-now/,conspiracy-pseudoscience,low,united states,"2,352",return to now,633.0,return to now
,,,,,,,,,https://mediabiasfactcheck.com/revolution-radio/,conspiracy-pseudoscience,low,united states,"69,334",revolution radio,634.0,revolution radio
,,,,,,,,,https://mediabiasfactcheck.com/sanevax/,conspiracy-pseudoscience,low,nan,"22,892",sanevax,635.0,sanevax
,,,,,,,,,https://mediabiasfactcheck.com/scepcop-debunking-skeptics/,conspiracy-pseudoscience,low,united states,"91,254",debunking skeptics,636.0,debunking skeptics
,,,,,,,,,https://mediabiasfactcheck.com/sgt-report/,conspiracy-pseudoscience,low,nan,"363,255",sgt report,637.0,sgt report
,,,,,,,,,https://mediabiasfactcheck.com/sheep-killers/,conspiracy-pseudoscience,low,nan,64,sheep killers,638.0,sheep killers
,,,,,,,,,https://mediabiasfactcheck.com/shoebat/,conspiracy-pseudoscience,low,nan,"319,856",shoebat,639.0,shoebat
,,,,,,,,,https://mediabiasfactcheck.com/skeptiko/,conspiracy-pseudoscience,low,nan,"21,084",skeptiko,640.0,skeptiko
,,,,,,,,,https://mediabiasfactcheck.com/stillness-in-the-storm/,conspiracy-pseudoscience,low,nan,"48,326",stillness in the storm,641.0,stillness in the storm
,,,,,,,,,https://mediabiasfactcheck.com/storm-clouds-gathering/,conspiracy-pseudoscience,low,united states,"20,278",storm clouds gathering,642.0,storm clouds gathering
,,,,,,,,,https://mediabiasfactcheck.com/stormfront/,conspiracy-pseudoscience,low,united states,"48,054",stormfront,643.0,stormfront
,,,,,,,,,https://mediabiasfactcheck.com/sustainable-pulse/,conspiracy-pseudoscience,low,nan,"9,267",sustainable pulse,644.0,sustainable pulse
