name_mbfc,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc
apost,https://mediabiasfactcheck.com/apost-com/,conspiracy-pseudoscience,mixed,germany,0
architects & engineers for 9/11 truth,https://mediabiasfactcheck.com/architects-engineers-for-9-11-truth/,conspiracy-pseudoscience,mixed,united states,"511,986"
arizona daily independent,https://mediabiasfactcheck.com/arizona-daily-independent/,right,mixed,united states,"416,398"
armstrong economics,https://mediabiasfactcheck.com/armstrong-economics/,right,mixed,united states,"164,069"
asia-pacific research,https://mediabiasfactcheck.com/asia-pacific-research/,conspiracy-pseudoscience,mixed,canada,"376,420"
asian news international,https://mediabiasfactcheck.com/asian-news-international-ani/,right-center,mixed,india,"275,786"
asiannews.it,https://mediabiasfactcheck.com/asiannews-it/,right,mixed,italy,0
assyrian international news agency,https://mediabiasfactcheck.com/assyrian-international-news-agency/,right,mixed,united states,"79,674"
axiom news network,https://mediabiasfactcheck.com/axiom-news-network/,right,mixed,united states,12
baltimore city paper,https://mediabiasfactcheck.com/baltimore-city-paper/,left,mixed,united states,1
bearing arms,https://mediabiasfactcheck.com/bearing-arms/,right,mixed,united states,"1,094,914"
behold israel,https://mediabiasfactcheck.com/behold-israel/,conspiracy-pseudoscience,mixed,israel,"10,223"
beliefnet,https://mediabiasfactcheck.com/beliefnet/,right,mixed,united states,"1,870,071"
biologos foundation,https://mediabiasfactcheck.com/biologos-foundation/,conspiracy-pseudoscience,mixed,united states,"180,151"
bizpac review,https://mediabiasfactcheck.com/bizpac-review/,right,mixed,united states,"367,904"
blabber buzz,https://mediabiasfactcheck.com/blabber-buzz/,right,mixed,united states,281
blacklisted news,https://mediabiasfactcheck.com/blacklisted-news/,conspiracy-pseudoscience,mixed,united states,"549,201"
i bleed red white and blue,https://mediabiasfactcheck.com/bleed-red-white-blue/,right,mixed,united states,14
blue nation review,https://mediabiasfactcheck.com/blue-nation-review/,left,mixed,united states,"25,541"
blue state daily,https://mediabiasfactcheck.com/blue-state-daily/,left,mixed,united states,39
bounding intoics,https://mediabiasfactcheck.com/bounding-into-comics/,right,mixed,united states,"46,558"
breitbart unmasked,https://mediabiasfactcheck.com/breitbart-unmasked/,left,mixed,united states,"18,659"
brexitcentral,https://mediabiasfactcheck.com/brexitcentral/,right,mixed,united kingdom,"13,018"
brightside,https://mediabiasfactcheck.com/brightside/,conspiracy-pseudoscience,mixed,cyprus,0
businesslive,https://mediabiasfactcheck.com/businesslive/,right-center,mixed,south africa,"642,857"
cambridge analytica,https://mediabiasfactcheck.com/cambridge-analytica/,right,mixed,united kingdom,535
campaign for liberty,https://mediabiasfactcheck.com/campaign-for-liberty/,right-center,mixed,united states,"5,751"
campign life coalition,https://mediabiasfactcheck.com/campaign-life-coalition/,right,mixed,united states,"7,318"
campus reform,https://mediabiasfactcheck.com/campus-reform/,right,mixed,united states,"517,004"
capital research center,https://mediabiasfactcheck.com/capital-research-center/,right,mixed,united states,"43,429"
catholic online,https://mediabiasfactcheck.com/catholic-online/,conspiracy-pseudoscience,mixed,united states,"681,635"
cctv,https://mediabiasfactcheck.com/cctv-america/,left-center,mixed,china,"5,833"
charisma news,https://mediabiasfactcheck.com/charisma-news/,conspiracy-pseudoscience,mixed,united states,"322,585"
chicks on the right,https://mediabiasfactcheck.com/chicks-on-the-right/,right,mixed,united states,"19,663"
china global television network,https://mediabiasfactcheck.com/china-global-television-network-cgtn/,left-center,mixed,china,"5,833"
china internet information center,https://mediabiasfactcheck.com/china-internet-information-center/,left,mixed,united states,0
christian coalition of america,https://mediabiasfactcheck.com/christian-coalition-of-america-cca-bias-rating/,right,mixed,united states,"90,555"
christian headlines,https://mediabiasfactcheck.com/christian-headlines/,right,mixed,united states,0
christian news alerts,https://mediabiasfactcheck.com/christian-news-alerts/,right,mixed,united states,191
christian post,https://mediabiasfactcheck.com/christian-post/,right,mixed,united states,"682,842"
christian today,https://mediabiasfactcheck.com/christian-today/,right,mixed,united kingdom,0
chronicles magazine,https://mediabiasfactcheck.com/chronicles-magazine-rockford/,right,mixed,united states,"220,322"
citizen free press,https://mediabiasfactcheck.com/citizen-free-press/,right,mixed,united states,"45,059"
citizens united,https://mediabiasfactcheck.com/citizens-united/,right,mixed,united states,"6,473"
civitas institute,https://mediabiasfactcheck.com/civitas-institute/,right,mixed,united states,"32,646"
claremont institute,https://mediabiasfactcheck.com/claremont-institute/,right,mixed,united states,"423,317"
climate depot,https://mediabiasfactcheck.com/climate-depot/,conspiracy-pseudoscience,mixed,united states,"658,249"
climate etc,https://mediabiasfactcheck.com/climate-etc/,conspiracy-pseudoscience,mixed,united states,"378,320"
code pink,https://mediabiasfactcheck.com/code-pink/,left,mixed,united states,"404,684"
cold dead hands,https://mediabiasfactcheck.com/cold-dead-hands/,right,mixed,united states,"39,830"
columbia reports,https://mediabiasfactcheck.com/columbia-reports/,left-center,mixed,united states,"102,190"
columbus free press,https://mediabiasfactcheck.com/columbus-free-press/,left,mixed,united states,"12,072"
communities digital news,https://mediabiasfactcheck.com/communities-digital-news/,right,mixed,united states,"31,186"
conscious life news,https://mediabiasfactcheck.com/conscious-life-news/,conspiracy-pseudoscience,mixed,united states,"17,994"
conservative base,https://mediabiasfactcheck.com/conservative-base/,right,mixed,united states,"12,511"
conservative daily news,https://mediabiasfactcheck.com/conservative-daily-news/,right,mixed,united states,"88,666"
conservative review,https://mediabiasfactcheck.com/conservative-review/,right,mixed,united states,"243,855"
conservative today,https://mediabiasfactcheck.com/conservative-today/,right,mixed,united states,455
conservative opinion,https://mediabiasfactcheck.com/conservativeopinion-com/,right,mixed,united states,361
content news,https://mediabiasfactcheck.com/content-news/,left,mixed,united states,18
counter current news,https://mediabiasfactcheck.com/counter-current-news/,conspiracy-pseudoscience,mixed,united states,"7,898"
counter propa,https://mediabiasfactcheck.com/counter-propa/,conspiracy-pseudoscience,mixed,unknown or invalid region,942
counterpsyops,https://mediabiasfactcheck.com/counterpsyops/,conspiracy-pseudoscience,mixed,united states,"10,121"
covert geopolitics,https://mediabiasfactcheck.com/covert-geopolitics/,conspiracy-pseudoscience,mixed,united states,"47,792"
cowger nation,https://mediabiasfactcheck.com/cowger-nation/,right,mixed,united states,265
creationwiki,https://mediabiasfactcheck.com/creationwiki/,conspiracy-pseudoscience,mixed,united states,"8,911"
crime prevention research center,https://mediabiasfactcheck.com/crime-prevention-research-center/,right,mixed,united states,"47,862"
crisis magazine,https://mediabiasfactcheck.com/crisis-magazine/,right,mixed,united states,"220,829"
csc mediagroup usa,https://mediabiasfactcheck.com/csc-mediagroup-usa/,right,mixed,united states,14
daily dems,https://mediabiasfactcheck.com/daily-dems/,left,mixed,united states,994
daily grail,https://mediabiasfactcheck.com/daily-grail/,conspiracy-pseudoscience,mixed,australia,"129,052"
daily mirror,https://mediabiasfactcheck.com/daily-mirror/,left-center,mixed,united kingdom,"3,368,004"
daily newsbin,https://mediabiasfactcheck.com/daily-news-bin/,left,mixed,united states,0
daily record (scotland),https://mediabiasfactcheck.com/daily-record-scotland/,left,mixed,united kingdom,"491,613"
daily sabah,https://mediabiasfactcheck.com/daily-sabah/,right,mixed,turkey,"935,599"
daily sound and fury,https://mediabiasfactcheck.com/daily-sound-and-fury/,left,mixed,united states,"38,281"
daily surge,https://mediabiasfactcheck.com/daily-surge/,right,mixed,united states,"26,437"
dangerous,https://mediabiasfactcheck.com/dangerous/,right,mixed,united states,"39,949"
david wolfe,https://mediabiasfactcheck.com/david-wolfe/,conspiracy-pseudoscience,mixed,united states,"84,049"
dc statesman,https://mediabiasfactcheck.com/dc-statesman/,right,mixed,united states,"7,869"
political tribune (formerly dc tribune),https://mediabiasfactcheck.com/dc-tribune/,left,mixed,united states,"8,145"
dc whispers,https://mediabiasfactcheck.com/dc-whispers/,right,mixed,united states,"41,033"
de telegraaf,https://mediabiasfactcheck.com/de-telegraaf/,right,mixed,netherlands,0
deccan herald,https://mediabiasfactcheck.com/deccan-herald/,left-center,mixed,united states,"1,732,818"
deep south voice,https://mediabiasfactcheck.com/deep-south-voice/,left,mixed,united states,0
deepstatenation,https://mediabiasfactcheck.com/deepstatenation-com/,left,mixed,united states,"72,263"
democratic underground,https://mediabiasfactcheck.com/democratic-underground/,left,mixed,united states,"1,930,266"
deplorables report,https://mediabiasfactcheck.com/deplorables-report/,right,mixed,united states,3
deshabhimani,https://mediabiasfactcheck.com/deshabhimani/,left,mixed,india,"2,008,567"
diply,https://mediabiasfactcheck.com/diply/,left-center,mixed,canada,"33,425"
disobedient media,https://mediabiasfactcheck.com/disobedient-media/,conspiracy-pseudoscience,mixed,united states,"94,932"
disrn,https://mediabiasfactcheck.com/disrn/,right,mixed,united states,
dml news,https://mediabiasfactcheck.com/dml-news/,right,mixed,united states,0
doctoroz (dr. oz),https://mediabiasfactcheck.com/doctoroz-com/,conspiracy-pseudoscience,mixed,united states,"280,787"
the dodo,https://mediabiasfactcheck.com/dodo-bias-rating/,left,mixed,united states,"87,767"
dr. axe,https://mediabiasfactcheck.com/dr-axe/,conspiracy-pseudoscience,mixed,united states,"216,279"
drudge retort,https://mediabiasfactcheck.com/drudge-retort/,left,mixed,united states,"273,770"
dutch review,https://mediabiasfactcheck.com/dutch-review/,left-center,mixed,netherlands,"9,003"
eagle pac,https://mediabiasfactcheck.com/eagle-pac/,right,mixed,united states,602
earth first journal,https://mediabiasfactcheck.com/earth-first-journal/,left,mixed,united states,"111,403"
eco news,https://mediabiasfactcheck.com/eco-news/,conspiracy-pseudoscience,mixed,unknown or invalid region,17
economy in crisis,https://mediabiasfactcheck.com/economy-in-crisis/,left,mixed,united states,"23,531"
ecowatch,https://mediabiasfactcheck.com/ecowatch/,conspiracy-pseudoscience,mixed,united states,"196,317"
educate inspire change,https://mediabiasfactcheck.com/educate-inspire-change/,conspiracy-pseudoscience,mixed,united states,"45,285"
egberto willies,https://mediabiasfactcheck.com/egbertowillies/,left,mixed,united states,"54,632"
egypt today,https://mediabiasfactcheck.com/egypt-today-bias-credibility/,right,mixed,egypt,"332,761"
egyptian streets,https://mediabiasfactcheck.com/egyptian-streets/,left-center,mixed,egypt,"32,722"
elite daily,https://mediabiasfactcheck.com/elite-daily/,left,mixed,united states,"85,075"
eluxe magazine,https://mediabiasfactcheck.com/eluxe-magazine/,conspiracy-pseudoscience,mixed,united kingdom,"9,602"
energy citizens,https://mediabiasfactcheck.com/energy-citizens/,right,mixed,united states,"1,245"
environmental working group (ewg),https://mediabiasfactcheck.com/environmental-working-group-ewg/,conspiracy-pseudoscience,mixed,united states,"1,838,398"
ethics & religious libertymission,https://mediabiasfactcheck.com/ethics-religious-liberty-commission-erlc/,right,mixed,united states,"97,471"
euractiv,https://mediabiasfactcheck.com/euractiv/,left-center,mixed,united kingdom,"705,485"
extraordinary news,https://mediabiasfactcheck.com/extraordinary-news/,conspiracy-pseudoscience,mixed,unknown or invalid region,11
facts and logic about the middle east,https://mediabiasfactcheck.com/facts-and-logic-about-the-middle-east-flame/,right,mixed,united states,"13,173"
faithpanda,https://mediabiasfactcheck.com/faithpanda/,conspiracy-pseudoscience,mixed,kenya,22
faithwire,https://mediabiasfactcheck.com/faithwire/,right,mixed,united states,"9,559"
family security matters,https://mediabiasfactcheck.com/family-security-matters/,right,mixed,united states,0
far left watch,https://mediabiasfactcheck.com/far-left-watch/,right,mixed,united states,"12,007"
federalist press,https://mediabiasfactcheck.com/federalist-press/,right,mixed,united states,"2,134"
federalist society,https://mediabiasfactcheck.com/federalist-society/,right,mixed,united states,"118,815"
fifth column news,https://mediabiasfactcheck.com/fifth-column-news/,left,mixed,united states,"69,819"
firefighters for 9/11 unity and truth,https://mediabiasfactcheck.com/firefighters-for-9-11-truth-and-unity/,conspiracy-pseudoscience,mixed,united states,"14,595"
first in freedom daily,https://mediabiasfactcheck.com/first-freedom-daily/,right,mixed,united states,"8,102"
first things magazine,https://mediabiasfactcheck.com/first-things-magazine/,right,mixed,united states,"943,092"
food and water watch,https://mediabiasfactcheck.com/food-and-water-watch/,left,mixed,united states,"510,188"
food babe,https://mediabiasfactcheck.com/food-babe/,conspiracy-pseudoscience,mixed,united states,"44,480"
food matters,https://mediabiasfactcheck.com/food-matters/,conspiracy-pseudoscience,mixed,united states,"57,202"
foreign policy journal,https://mediabiasfactcheck.com/foreign-policy-journal/,left,mixed,united states,"181,386"
foreign policy news,https://mediabiasfactcheck.com/foreign-policy-news/,left,mixed,united states,"7,837"
foundation for economic education,https://mediabiasfactcheck.com/foundation-for-economic-education/,right-center,mixed,united states,"1,091,446"
franklin center for government and public integrity,https://mediabiasfactcheck.com/franklin-center-for-government-and-public-integrity/,right-center,mixed,united states,"29,898"
