name,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc
Renew America,https://mediabiasfactcheck.com/renew-america/,Questionable Sources,Low,United States,"954,240"
Rense,https://mediabiasfactcheck.com/rense/,Conspiracy-Pseudoscience,Low,,"450,329"
Return of Kings,https://mediabiasfactcheck.com/return-of-kings/,Questionable Sources,Low,,"287,316"
Return to Now,https://mediabiasfactcheck.com/return-to-now/,Conspiracy-Pseudoscience,Low,United States,"2,352"
Revolution Radio,https://mediabiasfactcheck.com/revolution-radio/,Conspiracy-Pseudoscience,Low,United States,"69,334"
Right Alerts,https://mediabiasfactcheck.com/right-alerts/,Questionable Sources,Low,,"5,506"
Right Wing News (rightwing.news),https://mediabiasfactcheck.com/right-wing-news-rightwing-news/,Questionable Sources,Low,,"18,558"
Right Side News,https://mediabiasfactcheck.com/right-wing-news/,Questionable Sources,Low,,"2,109,646"
RINF,https://mediabiasfactcheck.com/rinf/,Questionable Sources,Low,,"159,126"
Russia Insider,https://mediabiasfactcheck.com/russia-insider/,Questionable Sources,Low,Russia,"50,634"
SaneVax,https://mediabiasfactcheck.com/sanevax/,Conspiracy-Pseudoscience,Low,,"22,892"
Santa Monica Observer,https://mediabiasfactcheck.com/santa-monica-observer/,Questionable Sources,Low,United States,"47,171"
Debunking Skeptics,https://mediabiasfactcheck.com/scepcop-debunking-skeptics/,Conspiracy-Pseudoscience,Low,United States,"91,254"
SGT Report,https://mediabiasfactcheck.com/sgt-report/,Conspiracy-Pseudoscience,Low,,"363,255"
Shared News Report,https://mediabiasfactcheck.com/shared-news-report/,Questionable Sources,Low,Unknown or Invalid Region,7
Sheep Killers,https://mediabiasfactcheck.com/sheep-killers/,Conspiracy-Pseudoscience,Low,,64
Shoebat,https://mediabiasfactcheck.com/shoebat/,Conspiracy-Pseudoscience,Low,,"319,856"
Skeptiko,https://mediabiasfactcheck.com/skeptiko/,Conspiracy-Pseudoscience,Low,,"21,084"
Sons of 1776,https://mediabiasfactcheck.com/sons-of-1776/,Questionable Sources,Low,United States,0
Right Wing News,https://mediabiasfactcheck.com/south-jersey-mechanic-trump-news/,Questionable Sources,Low,United States,1
Speisa,https://mediabiasfactcheck.com/speisa/,Questionable Sources,Low,,"42,975"
Squawker,https://mediabiasfactcheck.com/squawker/,Questionable Sources,Low,United States,"11,723"
Stares at the World,https://mediabiasfactcheck.com/stares-at-the-world/,Questionable Sources,Low,United States,"63,688"
State of the Nation 2012,https://mediabiasfactcheck.com/state-of-the-union-2012/,Questionable Sources,Low,United States,"53,781"
Steadfast and Loyal,https://mediabiasfactcheck.com/steadfast-and-loyal/,Questionable Sources,Low,United States,"16,610"
Stillness in the Storm,https://mediabiasfactcheck.com/stillness-in-the-storm/,Conspiracy-Pseudoscience,Low,,"48,326"
Stone Cold Truth,https://mediabiasfactcheck.com/stone-cold-truth/,Questionable Sources,Low,,"29,850"
Storm Clouds Gathering,https://mediabiasfactcheck.com/storm-clouds-gathering/,Conspiracy-Pseudoscience,Low,United States,"20,278"
Stormfront,https://mediabiasfactcheck.com/stormfront/,Conspiracy-Pseudoscience,Low,United States,"48,054"
Subject Politics,https://mediabiasfactcheck.com/subject-politics/,Questionable Sources,Low,,93
Sure News,https://mediabiasfactcheck.com/sure-news/,Questionable Sources,Low,,"19,566"
SurvivalBlog.com,https://mediabiasfactcheck.com/survivalblog-com/,Questionable Sources,Low,United States,"550,675"
Sustainable Pulse,https://mediabiasfactcheck.com/sustainable-pulse/,Conspiracy-Pseudoscience,Low,,"9,267"
Svijmedia.com,https://mediabiasfactcheck.com/svijmedia-com/,Questionable Sources,Low,,4
SwampDrain.com,https://mediabiasfactcheck.com/swampdrain-com/,Questionable Sources,Low,,998
Swarajya,https://mediabiasfactcheck.com/swarajya/,Questionable Sources,Low,India,"113,883"
Taki's Magazine,https://mediabiasfactcheck.com/takis-magazine/,Questionable Sources,Low,United States,"704,477"
TashNews,https://mediabiasfactcheck.com/tashnews/,Questionable Sources,Low,Unknown or Invalid Region,109
TdtAlliance.com,https://mediabiasfactcheck.com/tdtalliance-com/,Questionable Sources,Low,,194
Tea Party Inc.,https://mediabiasfactcheck.com/tea-party-inc/,Questionable Sources,Low,,"142,377"
Teddy Stick,https://mediabiasfactcheck.com/teddy-stick/,Questionable Sources,Low,,33
Tell Me Now,https://mediabiasfactcheck.com/tell-me-now/,Questionable Sources,Low,,163
The American Mirror,https://mediabiasfactcheck.com/the-american-mirror/,Questionable Sources,Low,,"15,935"
The Aware,https://mediabiasfactcheck.com/the-aware/,Conspiracy-Pseudoscience,Low,Unknown or Invalid Region,2
The Bearded Patriot,https://mediabiasfactcheck.com/the-bearded-patriot/,Questionable Sources,Low,United States,0
The Common Sense Show,https://mediabiasfactcheck.com/the-common-sense-show/,Conspiracy-Pseudoscience,Low,,"72,667"
The Controversial Files,https://mediabiasfactcheck.com/the-controversial-files/,Conspiracy-Pseudoscience,Low,Unknown or Invalid Region,"4,218"
The Corbett Report,https://mediabiasfactcheck.com/the-corbett-report/,Conspiracy-Pseudoscience,Low,Japan,"798,601"
The DC Clothesline,https://mediabiasfactcheck.com/the-d-c-clothesline/,Questionable Sources,Low,United States,"265,571"
The Daily Bell,https://mediabiasfactcheck.com/the-daily-bell/,Questionable Sources,Low,,"262,561"
The Daily Conspiracy,https://mediabiasfactcheck.com/the-daily-conspiracy/,Conspiracy-Pseudoscience,Low,,"1,172"
The Daily Sheeple,https://mediabiasfactcheck.com/the-daily-sheeple/,Conspiracy-Pseudoscience,Low,,"433,879"
The Deplorable Society,https://mediabiasfactcheck.com/the-deplorable-society/,Questionable Sources,Low,,77
The Duran,https://mediabiasfactcheck.com/the-duran/,Questionable Sources,Low,Cyprus,"293,064"
The Event Chronicle,https://mediabiasfactcheck.com/the-event-chronicle/,Conspiracy-Pseudoscience,Low,Unknown or Invalid Region,"50,708"
The Federalist Papers Project,https://mediabiasfactcheck.com/the-federalist-papers-project/,Questionable Sources,Low,United States,"246,677"
The Federation for American Immigration Reform,https://mediabiasfactcheck.com/the-federation-for-american-immigration-reform-fair/,Questionable Sources,Low,United States,"119,953"
The Forbidden Knowledge,https://mediabiasfactcheck.com/the-forbidden-knowledge/,Conspiracy-Pseudoscience,Low,United States,"39,596"
The Free Patriot,https://mediabiasfactcheck.com/the-free-patriot/,Questionable Sources,Low,,51
The Gateway Pundit,https://mediabiasfactcheck.com/the-gateway-pundit/,Questionable Sources,Low,United States,"1,400,349"
The Goldwater,https://mediabiasfactcheck.com/the-goldwater/,Questionable Sources,Low,United States,"16,721"
The Horn,https://mediabiasfactcheck.com/the-horn-news/,Questionable Sources,Low,United States,"28,518"
The LA Post,https://mediabiasfactcheck.com/the-la-post/,Questionable Sources,Low,United States,319
The Last Great Stand,https://mediabiasfactcheck.com/the-last-great-stand/,Conspiracy-Pseudoscience,Low,Unknown or Invalid Region,"85,073"
The Last Resistance,https://mediabiasfactcheck.com/the-last-resistance/,Questionable Sources,Low,United States,"8,811"
The Laugh Club,https://mediabiasfactcheck.com/the-laugh-club/,Questionable Sources,Low,Sweden,0
The Liberty Beacon,https://mediabiasfactcheck.com/the-liberty-beacon/,Conspiracy-Pseudoscience,Low,,"132,982"
The Millennium Report,https://mediabiasfactcheck.com/the-millennium-report/,Questionable Sources,Low,United States,"36,142"
The Mind Unleashed,https://mediabiasfactcheck.com/the-mind-unleashed/,Conspiracy-Pseudoscience,Low,,"62,541"
The National Patriot,https://mediabiasfactcheck.com/the-national-patriot/,Questionable Sources,Low,,"36,543"
The National Pulse,https://mediabiasfactcheck.com/the-national-pulse/,Questionable Sources,Low,,80
The News Guru,https://mediabiasfactcheck.com/the-news-guru/,Questionable Sources,Low,,176
The Other 98%,https://mediabiasfactcheck.com/the-other-98/,Questionable Sources,Low,United States,"37,847"
The Peoples Truth,https://mediabiasfactcheck.com/the-peoples-truth/,Questionable Sources,Low,,644
The Political Tribune,https://mediabiasfactcheck.com/the-political-tribune/,Questionable Sources,Low,Unknown or Invalid Region,17
The Politics Online,https://mediabiasfactcheck.com/the-politics-online/,Questionable Sources,Low,Unknown or Invalid Region,0
The Premium News,https://mediabiasfactcheck.com/the-premium-news/,Questionable Sources,Low,,20
The Proud Conservative,https://mediabiasfactcheck.com/the-proud-conservative/,Questionable Sources,Low,,31
The Religion of Peace,https://mediabiasfactcheck.com/the-religion-of-peace/,Questionable Sources,Low,,"2,217,238"
The Remnant Newspaper,https://mediabiasfactcheck.com/the-remnant-magazine/,Questionable Sources,Low,,"20,372"
The Rightists,https://mediabiasfactcheck.com/the-rightists/,Questionable Sources,Low,,282
The Rundown Live,https://mediabiasfactcheck.com/the-rundown-live/,Conspiracy-Pseudoscience,Low,,"14,898"
The Times of America,https://mediabiasfactcheck.com/the-times-of-america/,Questionable Sources,Low,,46
The Trump Media,https://mediabiasfactcheck.com/the-trump-media/,Questionable Sources,Low,Unknown or Invalid Region,4
The Truth about Cancer,https://mediabiasfactcheck.com/the-truth-about-cancer/,Conspiracy-Pseudoscience,Low,United States,"16,647"
The Truth Division,https://mediabiasfactcheck.com/the-truth-division/,Questionable Sources,Low,,"3,966"
The Truth Seeker,https://mediabiasfactcheck.com/the-truth-seeker/,Conspiracy-Pseudoscience,Low,,"327,335"
The Union Journal,https://mediabiasfactcheck.com/the-union-journal/,Questionable Sources,Low,Unknown or Invalid Region,0
The Unz Review,https://mediabiasfactcheck.com/the-unz-report/,Questionable Sources,Low,United States,"548,189"
The US Patriot,https://mediabiasfactcheck.com/the-us-patriot/,Questionable Sources,Low,,"1,061"
The USA Conservative,https://mediabiasfactcheck.com/the-usa-conservative/,Questionable Sources,Low,,4
The Waking Times,https://mediabiasfactcheck.com/the-waking-times/,Conspiracy-Pseudoscience,Low,,"285,040"
Think Americana,https://mediabiasfactcheck.com/think-americana/,Questionable Sources,Low,,"19,482"
Thinking Mom's Revolution,https://mediabiasfactcheck.com/thinking-moms-revolution/,Conspiracy-Pseudoscience,Low,United States,"15,073"
Thought Crime Radio,https://mediabiasfactcheck.com/thought-crime-radio/,Conspiracy-Pseudoscience,Low,,"31,064"
Thrive Movement,https://mediabiasfactcheck.com/thrive-movement/,Conspiracy-Pseudoscience,Low,United States,"88,954"
Today Breaking News,https://mediabiasfactcheck.com/today-breaking-news/,Questionable Sources,Low,Panama,2
Top Right News,https://mediabiasfactcheck.com/top-right-news/,Questionable Sources,Low,,"4,525"
Top Topic,https://mediabiasfactcheck.com/top-topic/,Questionable Sources,Low,,0
Topinfo Post,https://mediabiasfactcheck.com/topinfo-post/,Conspiracy-Pseudoscience,Low,Unknown or Invalid Region,"7,343"
Trigger Reset,https://mediabiasfactcheck.com/triggerreset/,Questionable Sources,Low,,"50,609"
Center for Immigration Studies,https://mediabiasfactcheck.com/true-activist/,Questionable Sources,Low,United States,"87,933"
True Blue Scoop,https://mediabiasfactcheck.com/true-blue-scoop/,Questionable Sources,Low,United States,1
True Pundit,https://mediabiasfactcheck.com/true-pundit/,Conspiracy-Pseudoscience,Low,United States,"112,552"
True Viral News,https://mediabiasfactcheck.com/true-viral-news/,Questionable Sources,Low,Russia,"459,252"
Trump.News,https://mediabiasfactcheck.com/trump-news/,Questionable Sources,Low,United States,"10,786"
Trumpservative News,https://mediabiasfactcheck.com/trumpservative-news/,Questionable Sources,Low,,175
TruNews,https://mediabiasfactcheck.com/trunews/,Conspiracy-Pseudoscience,Low,,"133,588"
Truth and Action,https://mediabiasfactcheck.com/truth-and-action/,Questionable Sources,Low,United States,"30,750"
Truth Broadcasting Network,https://mediabiasfactcheck.com/truth-broadcasting-network/,Conspiracy-Pseudoscience,Low,Unknown or Invalid Region,0
Truth Broadcating Network,https://mediabiasfactcheck.com/truth-broadcasting-network/,Conspiracy-Pseudoscience,Low,,226
Truth Channel Politics,https://mediabiasfactcheck.com/truth-channel-politics/,Conspiracy-Pseudoscience,Low,Unknown or Invalid Region,17
True Activist,https://mediabiasfactcheck.com/truth-examiner/,Questionable Sources,Low,Germany,"2,687"
Truth in Media,https://mediabiasfactcheck.com/truth-in-media/,Questionable Sources,Low,,"140,162"
Truth Monitor,https://mediabiasfactcheck.com/truth-monitor/,Questionable Sources,Low,,58
Truth Revolt,https://mediabiasfactcheck.com/truth-revolt/,Questionable Sources,Low,,"256,086"
Truth Uncensored,https://mediabiasfactcheck.com/truth-uncensored/,Questionable Sources,Low,,"16,313"
Truthfeed,https://mediabiasfactcheck.com/truthfeed/,Questionable Sources,Low,United States,"55,854"
Turning Point USA,https://mediabiasfactcheck.com/turning-point-usa/,Questionable Sources,Low,United States,"86,607"
Twisted News,https://mediabiasfactcheck.com/twisted-news/,Conspiracy-Pseudoscience,Low,,"10,366"
Uncle Sam's Misguided Children,https://mediabiasfactcheck.com/uncle-sams-misguided-children/,Questionable Sources,Low,United States,"14,420"
Underground Health,https://mediabiasfactcheck.com/underground-health/,Conspiracy-Pseudoscience,Low,Unknown or Invalid Region,"3,166"
Underground Journalist,https://mediabiasfactcheck.com/underground-journalist/,Questionable Sources,Low,,13
Understanding the threat,https://mediabiasfactcheck.com/understanding-the-threat/,Questionable Sources,Low,,"64,046"
Unique Web Magazine,https://mediabiasfactcheck.com/unique-web-magazine/,Questionable Sources,Low,,68
US Advisor,https://mediabiasfactcheck.com/us-advisor/,Questionable Sources,Low,,"1,145"
US Chronicle,https://mediabiasfactcheck.com/us-chronicle/,Questionable Sources,Low,,17
US Herald,https://mediabiasfactcheck.com/us-herald/,Questionable Sources,Low,Unknown or Invalid Region,"10,505"
US Journal Review,https://mediabiasfactcheck.com/us-journal-review/,Questionable Sources,Low,,64
US Liberty Wire,https://mediabiasfactcheck.com/us-liberty-wire-bias-credibility-fake-news/,Questionable Sources,Low,Unknown or Invalid Region,"1,560"
USPostman,https://mediabiasfactcheck.com/us-postman/,Questionable Sources,Low,,279
USA Conservative Report,https://mediabiasfactcheck.com/usa-conservative-report/,Questionable Sources,Low,,7
USA Daily Post,https://mediabiasfactcheck.com/usa-daily-post/,Questionable Sources,Low,,9
USA Dose News,https://mediabiasfactcheck.com/usa-dose-news/,Questionable Sources,Low,,22
USA Hitman,https://mediabiasfactcheck.com/usa-hitman/,Conspiracy-Pseudoscience,Low,Unknown or Invalid Region,"39,603"
USA In Front,https://mediabiasfactcheck.com/usa-in-front/,Questionable Sources,Low,,58
USA News for You,https://mediabiasfactcheck.com/usa-news-for-you/,Questionable Sources,Low,,7
USA Newsflash,https://mediabiasfactcheck.com/usa-newsflash/,Questionable Sources,Low,,104
USA News/States-TV,https://mediabiasfactcheck.com/usa-newsstates-tv/,Questionable Sources,Low,Unknown or Invalid Region,23
Usa Politics Now,https://mediabiasfactcheck.com/usa-politics-now/,Questionable Sources,Low,Unknown or Invalid Region,699
USA Public Life,https://mediabiasfactcheck.com/usa-public-life/,Questionable Sources,Low,,4
USA Supreme,https://mediabiasfactcheck.com/usa-supreme/,Questionable Sources,Low,,"17,277"
USA Viral News Today,https://mediabiasfactcheck.com/usa-viral-news-today/,Questionable Sources,Low,Unknown or Invalid Region,117
USA World Box,https://mediabiasfactcheck.com/usa-world-box/,Questionable Sources,Low,,2
USAFirstInfo,https://mediabiasfactcheck.com/usafirstinfo/,Questionable Sources,Low,,7
USA News Today,https://mediabiasfactcheck.com/usanewstoday/,Questionable Sources,Low,,15
